"currency","identifier","draw","mean_ichange_over_ts","mean_abs_ichange_over_ts","k"
"scaled_energy","rockies",83,0.00597326681805713,0.0230058451675695,5
"scaled_energy","rockies",84,0.00880984358731186,0.0233464177428702,5
"scaled_energy","rockies",85,0.00705972029970686,0.0260170680116472,5
"scaled_energy","rockies",86,0.00828241874897684,0.0298166759728249,5
"scaled_energy","rockies",87,0.00713895124015941,0.0199236822867525,5
"scaled_energy","rockies",88,0.0100007306384973,0.0236579016781426,5
"scaled_energy","rockies",89,0.0047108280962548,0.0202085671236787,5
"scaled_energy","rockies",90,0.0115157433449598,0.0224331799137942,5
"scaled_energy","rockies",91,0.0110146402394604,0.0236251878328268,5
"scaled_energy","rockies",92,0.00894318963867291,0.0260443254903455,5
"scaled_energy","rockies",93,0.00818562799063152,0.0232851098467161,5
"scaled_energy","rockies",94,0.0133014827185591,0.0214669821757045,5
"scaled_energy","rockies",95,0.00800535129539448,0.0234599172692905,5
"scaled_energy","rockies",96,0.00981367500876378,0.0268702634621292,5
"scaled_energy","rockies",97,0.00812817867920781,0.0214550084433601,5
"scaled_energy","rockies",98,0.0135028519423534,0.0312780500367247,5
"scaled_energy","rockies",99,0.00971872923270825,0.0230832731736579,5
"scaled_energy","rockies",100,0.010837912618656,0.0263630827521214,5
"abundance","hartland",1,-0.00656344662324077,0.0247027339659943,5
"abundance","hartland",2,-0.00707698998534455,0.0191052276425345,5
"abundance","hartland",3,-0.00718669263795919,0.0159374725259231,5
"abundance","hartland",4,-0.00734038596550658,0.01310466814632,5
"abundance","hartland",5,-0.00652836347506501,0.0179687660313274,5
"abundance","hartland",6,-0.0101757694865982,0.0158436586817064,5
"abundance","hartland",7,-0.00822343317246396,0.0211203549434583,5
"abundance","hartland",8,-0.00808515236216448,0.0149682749959771,5
"abundance","hartland",9,-0.00542239809741754,0.0300244269650306,5
"abundance","hartland",10,-0.0105102674188675,0.0235453618853324,5
"abundance","hartland",11,-0.011195546869694,0.0250078627207884,5
"abundance","hartland",12,-0.0108310214763688,0.0176620133196312,5
"abundance","hartland",13,-0.00736943851046756,0.021333537413448,5
"abundance","hartland",14,-0.00424529655338588,0.0145395609996628,5
"abundance","hartland",15,-0.00870979691990955,0.0205277585898432,5
"abundance","hartland",16,-0.00785532559246169,0.0248093317524889,5
"abundance","hartland",17,-0.00861194113218375,0.0204204789265704,5
"abundance","hartland",18,-0.00648741158811883,0.0214444251101813,5
"abundance","hartland",19,-0.00638059744953502,0.0150763162091593,5
"abundance","hartland",20,-0.0104588668484297,0.0201875816696402,5
"abundance","hartland",21,-0.00728452955037869,0.0183436871754592,5
"abundance","hartland",22,-0.00546281397239662,0.0176482304356803,5
"abundance","hartland",23,-0.00966115291134422,0.016882617758498,5
"abundance","hartland",24,-0.00785235383821212,0.0192320791497136,5
"abundance","hartland",25,-0.00514922031479145,0.0182581583661585,5
"abundance","hartland",26,-0.00528466795999115,0.0131060200883485,5
"abundance","hartland",27,-0.00597293926374556,0.0169094321124356,5
"abundance","hartland",28,-0.00864495055315893,0.024852400358221,5
"abundance","hartland",29,-0.00942136029178785,0.0209831337866729,5
"abundance","hartland",30,-0.00635886721065427,0.0131473627300056,5
"abundance","hartland",31,-0.00970921141259537,0.0267012996073779,5
"abundance","hartland",32,-0.00764960955725412,0.0129583604246877,5
"abundance","hartland",33,-0.00479739892733375,0.0222228699717173,5
"abundance","hartland",34,-0.00567833164229649,0.0214101653673379,5
"abundance","hartland",35,-0.00697381112763163,0.0159734958786301,5
"abundance","hartland",36,-0.00705544116494279,0.0196045542033464,5
"abundance","hartland",37,-0.0104291312217928,0.0180216484323829,5
"abundance","hartland",38,-0.00669109284704139,0.0249753461579854,5
"abundance","hartland",39,-0.00709125116251712,0.0269596429729008,5
"abundance","hartland",40,-0.00699000665997392,0.022056876507855,5
"abundance","hartland",41,-0.00931532751297896,0.0182275521026902,5
"abundance","hartland",42,-0.00727738238063544,0.0140513255227138,5
"abundance","hartland",43,-0.0050150286851957,0.0180986784658245,5
"abundance","hartland",44,-0.00352177928887874,0.0200162700329721,5
"abundance","hartland",45,-0.00950329238677295,0.0158265286359871,5
"abundance","hartland",46,-0.00719821511464843,0.0203835566014828,5
"abundance","hartland",47,-0.00703903965174891,0.0280355065834702,5
"abundance","hartland",48,-0.00768744597519931,0.0255470509272001,5
"abundance","hartland",49,-0.0116347461343091,0.0302840482717693,5
"abundance","hartland",50,-0.00930407295257049,0.0263286056220531,5
"abundance","hartland",51,-0.00920721175772964,0.0177435535918583,5
"abundance","hartland",52,-0.0086565483780491,0.0194292322618003,5
"abundance","hartland",53,-0.00927933123046482,0.0184818844361088,5
"abundance","hartland",54,-0.00862011507363649,0.0220321963719729,5
"abundance","hartland",55,-0.00827045001305863,0.0216810393018072,5
"abundance","hartland",56,-0.00704384628136882,0.0200018299254732,5
"abundance","hartland",57,-0.00579322606302533,0.0135657155454851,5
"abundance","hartland",58,-0.00873790554057154,0.0172079328451925,5
"abundance","hartland",59,-0.0104787424001639,0.0239296169279023,5
"abundance","hartland",60,-0.00758571653936593,0.0163195330520558,5
"abundance","hartland",61,-0.00606960926951544,0.0234206376920155,5
"abundance","hartland",62,-0.00718833163508909,0.0243786374914865,5
"abundance","hartland",63,-0.00737567310291203,0.0158826895018411,5
"abundance","hartland",64,-0.00634233170089721,0.0206996521836948,5
"abundance","hartland",65,-0.00381490870935729,0.0193956860735922,5
"abundance","hartland",66,-0.00840555213843816,0.0202552531767442,5
"abundance","hartland",67,-0.00526925722610285,0.0259072521797201,5
"abundance","hartland",68,-0.00731850543955474,0.0140998930436937,5
"abundance","hartland",69,-0.00819874383436982,0.0248415154818833,5
"abundance","hartland",70,-0.00635957670262155,0.0172188993075035,5
"abundance","hartland",71,-0.00832208468611731,0.0190550696865288,5
"abundance","hartland",72,-0.0042489804798561,0.0196237219316295,5
"abundance","hartland",73,-0.00814661353542522,0.0168540302516696,5
"abundance","hartland",74,-0.00764309801125071,0.0160547899546125,5
"abundance","hartland",75,-0.00890565095633539,0.0217704693800736,5
"abundance","hartland",76,-0.0101478042199734,0.0212153801428486,5
"abundance","hartland",77,-0.00934170678677329,0.0244113398638961,5
"abundance","hartland",78,-0.00805830094409258,0.0260926159145821,5
"abundance","hartland",79,-0.00999622806051993,0.0210379386469823,5
"abundance","hartland",80,-0.00682629379148596,0.0188189771476793,5
"abundance","hartland",81,-0.00549045024504926,0.0193559992914559,5
"abundance","hartland",82,-0.00702126777761811,0.0222677957310188,5
"abundance","hartland",83,-0.0103393138751748,0.0213657772628178,5
"abundance","hartland",84,-0.00793373163426835,0.0192773860312817,5
"abundance","hartland",85,-0.00786605069884573,0.018495832631856,5
"abundance","hartland",86,-0.0104649222300518,0.016359231009449,5
"abundance","hartland",87,-0.00786529164919719,0.0206824540906767,5
"abundance","hartland",88,-0.00848853655104184,0.0251737588777159,5
"abundance","hartland",89,-0.00909448862250719,0.0232266423411036,5
"abundance","hartland",90,-0.00021821848474254,0.0242599492481479,5
"abundance","hartland",91,-0.010620215228384,0.0135110141395907,5
"abundance","hartland",92,-0.00981570087750413,0.018033918592512,5
"abundance","hartland",93,-0.00602261401026677,0.0215153430087365,5
"abundance","hartland",94,-0.0111262422086331,0.0192451637068771,5
"abundance","hartland",95,-0.00940033491694054,0.0182451155021324,5
"abundance","hartland",96,-0.00413541588811688,0.0227960619764201,5
"abundance","hartland",97,-0.00544243990242969,0.022263949715632,5
"abundance","hartland",98,-0.00734929936347998,0.0164908141938265,5
"abundance","hartland",99,-0.00805593122208511,0.0201912623535469,5
"abundance","hartland",100,-0.0104422372961058,0.0142899639811171,5
"scaled_energy","hartland",1,0.00787123255043447,0.0499089081118522,5
"scaled_energy","hartland",2,0.00890343347841232,0.0419233383067375,5
"scaled_energy","hartland",3,0.00763935946788447,0.0474589260963146,5
"scaled_energy","hartland",4,0.0101141852202616,0.0524570560904772,5
"scaled_energy","hartland",5,0.00588206423652444,0.0540769973493336,5
"scaled_energy","hartland",6,0.0102211168395956,0.04557337650426,5
"scaled_energy","hartland",7,0.00698796659667013,0.0521811220133907,5
"scaled_energy","hartland",8,0.00695143163696294,0.0510918575382567,5
"scaled_energy","hartland",9,0.0100020383413128,0.0514953091670784,5
"scaled_energy","hartland",10,0.00772601503074828,0.0466254487315115,5
"scaled_energy","hartland",11,0.00530439762131398,0.0471413827246975,5
"scaled_energy","hartland",12,0.00124692980517714,0.04077779580646,5
"scaled_energy","hartland",13,0.00731281785913477,0.0479271098321151,5
"scaled_energy","hartland",14,0.00521013351407267,0.0437971888747377,5
"scaled_energy","hartland",15,0.0059914234989704,0.0490032114728381,5
"scaled_energy","hartland",16,0.00744180675331382,0.0448802942602987,5
"scaled_energy","hartland",17,0.0102680271637651,0.0481106849147854,5
"scaled_energy","hartland",18,0.00645353424358572,0.0506376187228584,5
"scaled_energy","hartland",19,0.00829238766945331,0.0511915090110619,5
"scaled_energy","hartland",20,0.00520632377427941,0.0533581096908934,5
"scaled_energy","hartland",21,0.00573602628148416,0.0459088677810658,5
"scaled_energy","hartland",22,0.00631493567408857,0.0577752888534372,5
"scaled_energy","hartland",23,0.00731302526844402,0.0552511771865071,5
"scaled_energy","hartland",24,0.00790508908398847,0.0458808611062222,5
"scaled_energy","hartland",25,0.00702370965057279,0.0515764723025793,5
"scaled_energy","hartland",26,0.00339622361302239,0.0423403053720023,5
"scaled_energy","hartland",27,0.0104887352689982,0.0546285550251137,5
"scaled_energy","hartland",28,0.0109792429054625,0.0468962286813379,5
"scaled_energy","hartland",29,0.00716672521329711,0.0492051160955419,5
"scaled_energy","hartland",30,0.0102262730079034,0.0521248394435665,5
"scaled_energy","hartland",31,0.00964345976283861,0.0572248973996578,5
"scaled_energy","hartland",32,0.00917504513292585,0.0463518668177547,5
"scaled_energy","hartland",33,0.00955490303437291,0.0460002910268706,5
"scaled_energy","hartland",34,0.00462295037586351,0.0487889182572273,5
"scaled_energy","hartland",35,0.0078546662914525,0.0468261669783895,5
"scaled_energy","hartland",36,0.00533664829296309,0.0463343919179583,5
"scaled_energy","hartland",37,0.0112504720191996,0.0487466544352127,5
"scaled_energy","hartland",38,0.00346130537278034,0.0507360409257112,5
"scaled_energy","hartland",39,0.00752207491371247,0.0488482381978797,5
"scaled_energy","hartland",40,0.00965938852904701,0.0431407651755446,5
"scaled_energy","hartland",41,0.00715459596545978,0.0536939201955909,5
"scaled_energy","hartland",42,0.00361388527202995,0.048978530366392,5
"scaled_energy","hartland",43,0.00687636639865764,0.0473885411747249,5
"scaled_energy","hartland",44,0.00454773856805008,0.0494883897012779,5
"scaled_energy","hartland",45,0.00456493605307056,0.0479324244594559,5
"scaled_energy","hartland",46,0.00593044261218039,0.0441942274797275,5
"scaled_energy","hartland",47,0.00793179377753688,0.0533615243802134,5
"scaled_energy","hartland",48,0.00897031881534524,0.0485390478513246,5
"scaled_energy","hartland",49,0.007985292706263,0.0493488815252977,5
"scaled_energy","hartland",50,0.00531634146400752,0.0478641616617061,5
"scaled_energy","hartland",51,0.00486998926342138,0.0493293992173411,5
"scaled_energy","hartland",52,0.00578646941812856,0.0448869820616792,5
"scaled_energy","hartland",53,0.00590088881862854,0.0440255138470126,5
"scaled_energy","hartland",54,0.00847006811445523,0.0553295098900437,5
"scaled_energy","hartland",55,0.00561993028027166,0.0541191719115204,5
"scaled_energy","hartland",56,0.00264553390526092,0.0411424022626232,5
"scaled_energy","hartland",57,0.00776217641366188,0.0501205109601769,5
"scaled_energy","hartland",58,0.00827588238682782,0.0408413139053828,5
"scaled_energy","hartland",59,0.005626936762229,0.0394572247301949,5
"scaled_energy","hartland",60,0.00595030210001288,0.0542568255018364,5
"scaled_energy","hartland",61,0.00788816005106221,0.0514537565758635,5
"scaled_energy","hartland",62,0.00660898063741821,0.0501217720129107,5
"scaled_energy","hartland",63,0.00497491296405202,0.0533567682647801,5
"scaled_energy","hartland",64,0.00850647402967078,0.055783214313759,5
"scaled_energy","hartland",65,0.0106595999978307,0.0535301312451889,5
"scaled_energy","hartland",66,0.00877657267690977,0.0483165110971539,5
"scaled_energy","hartland",67,0.0097524731518572,0.056789734783572,5
"scaled_energy","hartland",68,0.00745842156599183,0.0410304256015837,5
"scaled_energy","hartland",69,0.00827215808490383,0.0422183575581791,5
"scaled_energy","hartland",70,0.00624557674848554,0.0425887239728993,5
"scaled_energy","hartland",71,0.0039067999199575,0.0518887921042241,5
"scaled_energy","hartland",72,0.00690890619056075,0.0538142252185148,5
"scaled_energy","hartland",73,0.00729635549959817,0.0471530877758781,5
"scaled_energy","hartland",74,0.00579855818100261,0.0503645549757465,5
"scaled_energy","hartland",75,0.00998209005077984,0.044126293515685,5
"scaled_energy","hartland",76,0.00814003358572582,0.0449409090459894,5
"scaled_energy","hartland",77,0.00808407790098381,0.0526569768869064,5
"scaled_energy","hartland",78,0.00872094401278074,0.0524032291175482,5
"scaled_energy","hartland",79,0.00921086920449353,0.0512313785671671,5
"scaled_energy","hartland",80,0.0060360223307013,0.050188278718285,5
"scaled_energy","hartland",81,0.00905371243230984,0.0491843428824952,5
"scaled_energy","hartland",82,0.00684426124411618,0.057113568894944,5
"scaled_energy","hartland",83,0.0058943050831164,0.0509621735147732,5
"scaled_energy","hartland",84,0.00629560362940344,0.0460904214135283,5
"scaled_energy","hartland",85,0.00404114470586547,0.0502477636834235,5
"scaled_energy","hartland",86,0.00926250350457576,0.0568856398542979,5
"scaled_energy","hartland",87,0.00668159580461303,0.0476057820262705,5
"scaled_energy","hartland",88,0.00593440110463492,0.0483980723122643,5
"scaled_energy","hartland",89,0.00520312828104973,0.0479785642086791,5
"scaled_energy","hartland",90,0.00812785681823857,0.0475237400487695,5
"scaled_energy","hartland",91,0.00688440516449319,0.0488513259549249,5
"scaled_energy","hartland",92,0.008094739982592,0.0514918394766585,5
"scaled_energy","hartland",93,0.00852307532678642,0.0508463226528012,5
"scaled_energy","hartland",94,0.00788416351377184,0.0424925892846278,5
"scaled_energy","hartland",95,0.00786842972095325,0.0504223369801185,5
"scaled_energy","hartland",96,0.00985379224533321,0.0549584773023749,5
"scaled_energy","hartland",97,0.00859536306371147,0.0473282245792174,5
"scaled_energy","hartland",98,0.00631237565557568,0.0524753495373031,5
"scaled_energy","hartland",99,0.00612828150483629,0.047905010008018,5
"scaled_energy","hartland",100,0.00602709909987932,0.04982093131826,5
"abundance","alberta",1,-0.0210859263316218,0.0252643716846919,5
"abundance","alberta",2,-0.0210207911051396,0.0267387825383453,5
"abundance","alberta",3,-0.021133562775922,0.0249914081952914,5
"abundance","alberta",4,-0.0211587946370564,0.0263075959330427,5
"abundance","alberta",5,-0.0206678713801394,0.0270943650838309,5
"abundance","alberta",6,-0.0228312464413358,0.0263903403162268,5
"abundance","alberta",7,-0.0219587552933621,0.0259574484984867,5
"abundance","alberta",8,-0.0216473592358409,0.0278935388099572,5
"abundance","alberta",9,-0.0202948744672401,0.0280318048039256,5
"abundance","alberta",10,-0.0232994618860531,0.0247461422566111,5
"abundance","alberta",11,-0.023813448498798,0.025782605441239,5
"abundance","alberta",12,-0.0232451398707952,0.0248624972885799,5
"abundance","alberta",13,-0.0210815382351433,0.0246691414748888,5
"abundance","alberta",14,-0.0192465473900029,0.0295304564238435,5
"abundance","alberta",15,-0.0223691060638206,0.0236785220654877,5
"abundance","alberta",16,-0.0218313386973016,0.0283452464113403,5
"abundance","alberta",17,-0.0220822132208056,0.0250069351796239,5
"abundance","alberta",18,-0.0208900616350268,0.0245546945923844,5
"abundance","alberta",19,-0.0205934939202707,0.026942975362935,5
"abundance","alberta",20,-0.0231932359557505,0.0232429440365743,5
"abundance","alberta",21,-0.0211353843606296,0.0254434325269815,5
"abundance","alberta",22,-0.0203899328004069,0.0238657329921606,5
"abundance","alberta",23,-0.0226820969827977,0.0265932976084487,5
"abundance","alberta",24,-0.0215697868830122,0.026028367617839,5
"abundance","alberta",25,-0.0197902972577833,0.0256784798916908,5
"abundance","alberta",26,-0.0200657822153995,0.0266987230283203,5
"abundance","alberta",27,-0.0202810473850596,0.0255549487781409,5
